鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號二樓之８,0.0,,,,1130223,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,22.21,1,0,1,有,有,有,3300,149,,0.0,0,此為嘉義縣社會住宅包租代管計畫。管理費300元,RPPNMLKLLHJGFDQ78CC,獨立套房,有,1130225~1140224,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村大學路二段３５１２號五樓之六,0.0,,,,1130226,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,32.48,1,1,1,有,無,有,4100,126,,0.0,0,此為嘉義縣社會住宅包租代管之代管件,RPPNMLLLLHJGFCQ78CC,獨立套房,無,1130226~1140225,有,冷氣、熱水器、電視機,社會住宅代管
竹崎鄉,租賃房屋,嘉義縣竹崎鄉灣橋村４鄰朴子埔９２號,0.0,,,,1130305,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0750313,95.83,3,2,2,有,無,有,10000,104,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLLLLHJGFEQ98CC,整棟(戶)出租,無,1130306~1140305,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村中華路２７９號,0.0,,,,1130308,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701117,163.85,3,0,3,有,無,無,10000,61,,0.0,0,,RPPNMLPLLHJGFDQ66CC,整棟(戶)出租,無,1130311~1180310,無,,
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村中華路２８１號,0.0,,,,1130308,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701117,202.38,3,0,3,有,無,無,10000,49,,0.0,0,,RPRNMLPLLHJGFDQ86CC,整棟(戶)出租,無,1130311~1180310,無,,
朴子市,租賃房屋,嘉義縣朴子市朴子六路３１號五樓２,0.0,,,,1130311,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851123,122.31,3,1,2,有,有,有,10500,86,,0.0,0,此為嘉義市社會住宅包租代管計畫,RPPNMLQLLHJGFBQ56CC,整棟(戶)出租,有,1130314~1140313,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
番路鄉,租賃房屋,嘉義縣番路鄉內甕村３鄰凸湖３之２３號,0.0,,,,1130308,土地0建物1車位0,全,4,透天厝,住宅、停車場,鋼筋混凝土造,0850123,329.02,4,2,3,有,有,有,17500,53,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLQLLHJGFEQ86CC,整棟(戶)出租,無,1130308~1140307,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市開元路４７４巷２１弄５號,98.0,住,,,1130320,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0701215,115.88,4,2,2,有,無,有,18000,155,,0.0,0,,RPPNMLTLLHJGFBQ86CC,整棟(戶)出租,無,1130401~1140331,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,
布袋鎮,租賃房屋,嘉義縣布袋鎮上海一街１號,0.0,,,,1130314,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0820422,242.23,3,1,4,有,無,有,12000,50,,0.0,0,,RPQNMLTLLHJGFBQ96CC,整棟(戶)出租,無,1130315~1140314,無,冷氣、熱水器、冰箱,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉豊收村好收７４之３號,0.0,,,,1130310,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0890706,13.97,34,0,34,有,無,有,2500,179,,0.0,0,,RPPNMLLJMHJGFCQ68CC,分租套房,無,1130310~1130909,無,冷氣,一般代管
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３７號二樓之９,0.0,,,,1130315,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,37.72,1,0,1,有,有,有,5300,141,,0.0,0,此為嘉義市社會住宅包租代管計畫。管理費200元,RPPNMLMJMHJGFBQ68CC,獨立套房,有,1130315~1140314,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
朴子市,租賃房屋,嘉義縣朴子市祥和三路西段１８０號,0.0,,,,1130310,土地0建物1車位0,全,4,透天厝,停車空間、店舖、集合住宅,鋼筋混凝土造,0960628,204.0,5,1,6,有,無,有,33000,162,,0.0,0,含家具及生活用品烤箱、微波爐等、開發票5%稅率。,RPPNMLNJMHJGFBQ78CC,整棟(戶)出租,無,1130310~1140309,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村３２鄰中正新?１８７號,0.0,,,,1130318,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0690318,153.45,3,2,2,有,無,有,13000,85,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLNJMHJGFDQ98CC,整棟(戶)出租,無,1130320~1140319,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９９號１２樓之５,0.0,,,,1130312,土地0建物1車位1,十二層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,165.05,2,2,2,有,有,有,37950,230,坡道平面,29.87,0,含大樓管理費用、車位費用及車位清潔費、開發票5%營業稅。,RPPNMLSJMHJGFDQ86CC,整棟(戶)出租,有,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９３號５樓之６,0.0,,,,1130320,土地0建物1車位1,五層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,123.8,2,2,1,有,有,有,32800,265,坡道平面,29.87,0,含大樓管理費用、車位費用及車位清潔費、開發票5%營業稅。,RPQNMLSJMHJGFDQ96CC,整棟(戶)出租,有,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９５號２樓之７,0.0,,,,1130315,土地0建物1車位1,二層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,133.45,2,2,2,有,有,有,38600,289,坡道平面,29.87,0,含大樓管理費用、車位費用及車位清潔費、開發票5%營業稅,RPRNMLSJMHJGFDQ07CC,整棟(戶)出租,有,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
朴子市,租賃房屋,嘉義縣朴子市大?榔２１６之１０號,0.0,,,,1130320,土地0建物1車位0,一層,1,倉庫,倉庫,鋼造,0860809,87.67,4,1,3,有,無,有,19000,,,0.0,0,,RPQNMLTJMHJGFBQ86CC,整棟(戶)出租,無,1130401~1140331,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
中埔鄉,租賃房屋,嘉義縣中埔鄉和睦村後庄４之３３號,0.0,,,,1130320,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0990812,156.11,4,2,3,有,無,有,15000,96,,0.0,0,嘉義市政府包租代管計畫,RPPNMLTJMHJGFDQ96CC,整棟(戶)出租,無,1130416~1140415,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
朴子市,租賃房屋,嘉義縣朴子市祥和一路西段８０號,0.0,,,,1130325,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,1001109,224.81,4,2,4,有,無,有,45600,203,,0.0,0,含家電家具、5%營業稅。,RPPNMLKKMHJGFBQ58CC,整棟(戶)出租,無,1130325~1130924,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘３９之６號２樓之１６,0.0,,,,1130314,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0930609,21.93,1,0,1,有,有,有,3900,178,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。管理費300元。,RPPNMLKKMHJGFDQ78CC,獨立套房,有,1130314~1140313,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
中埔鄉,租賃房屋,嘉義縣中埔鄉富收村興化?３３之７５號,0.0,,,,1130322,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0701220,68.44,3,1,3,有,無,有,14000,205,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPRNMLKKMHJGFDQ98CC,整棟(戶)出租,無,1130401~1140331,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３７號七樓之８,0.0,,,,1130324,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,37.82,1,0,1,有,有,有,6800,180,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。管理費200元。,RPPNMLLKMHJGFBQ68CC,獨立套房,有,1130402~1140401,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９５號２樓之７,0.0,,,,1130315,土地0建物1車位1,二層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,144.38,2,2,2,有,有,有,38600,267,坡道平面,29.87,0,車位是另租別戶的,RPPNMLLKMHJGFDQ88CC,整棟(戶)出租,有,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱,
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９９號１２樓之５,0.0,,,,1130315,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,175.95,2,2,2,有,有,有,37950,216,坡道平面,29.87,0,,RPQNMLLKMHJGFDQ98CC,整棟(戶)出租,無,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱,
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９３號５樓之６,0.0,,,,1130320,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,132.7,2,2,1,有,有,有,32800,247,坡道平面,29.87,0,,RPRNMLLKMHJGFDQ09CC,整棟(戶)出租,有,1130401~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱,
水上鄉,租賃房屋,嘉義縣水上鄉柳鄉村柳子林１８５號,523.45,,特定農業區,甲種建築用地,1130318,土地2建物1車位0,一層,1,廠辦,廠房,鋼鐵造,0691010,385.6,0,0,0,無,無,無,35000,91,,0.0,0,租金總額含稅；,RPSNMLLKMHJGFDQ56CC,,無,1130315~1140314,無,,
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號四樓之５１,0.0,,,,1130326,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,31.23,1,1,1,有,有,有,8000,256,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPQNMLMKMHJGFBQ88CC,獨立套房,有,1130329~1140328,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
民雄鄉,租賃房屋,嘉義縣民雄鄉豊收村好收７４之３號,0.0,,,,1130328,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0890706,13.97,34,0,34,有,無,有,2800,200,,0.0,0,,RPPNMLQKMHJGFCQ66CC,分租套房,無,1130411~1140810,無,冷氣、電視機,一般代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號一樓之２３,0.0,,,,1130326,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,22.21,1,0,1,有,有,有,3700,167,,0.0,0,此為嘉義縣社會住宅包租代管計畫。管理費300元,RPRNMLQKMHJGFDQ96CC,獨立套房,有,1130329~1140328,有,冷氣、熱水器、洗衣機、電視機,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號五樓之３３,0.0,,,,1130415,土地0建物1車位0,五層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,4000,171,,0.0,0,管理費:300元,RPSNMLQKMHJGFDQ07CC,獨立套房,有,1130415~1140414,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號五樓之３５,0.0,,,,1130415,土地0建物1車位0,五層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,4000,171,,0.0,0,管理費:300元,RPTNMLQKMHJGFDQ17CC,獨立套房,有,1130415~1140414,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
水上鄉,租賃房屋,嘉義縣水上鄉市政街１０７號１樓,0.0,,,,1130415,土地0建物1車位0,一層,3,店面(店鋪),店鋪、住宅、停車空間,鋼筋混凝土造,1110526,44.3,0,0,0,無,無,無,16500,372,,0.0,0,,RPUNMLQKMHJGFDQ27CC,,無,1130515~1180514,無,冷氣,
太保市,租賃房屋,嘉義縣太保市前潭里後潭路１７之１號,0.0,,,,1130329,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0761001,153.55,4,3,2,有,無,無,12000,78,,0.0,0,,RPPNMLSKMHJGFDQ96CC,整棟(戶)出租,無,1130405~1131005,無,,
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號一樓之３０,0.0,,,,1130420,土地0建物1車位0,一層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,5000,214,,0.0,0,,RPQNMLMLMHJGFDQ56CC,獨立套房,有,1130420~1140419,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號一樓之２８,0.0,,,,1130420,土地0建物1車位0,一層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,5000,214,,0.0,0,,RPSNMLMLMHJGFDQ76CC,獨立套房,有,1130420~1140419,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹崎鄉,租賃房屋,嘉義縣竹崎鄉鹿滿村１２鄰鹿鳴路３３號,0.0,,,,1130403,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0741206,90.68,3,1,1,有,無,有,5500,61,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLMLMHJGFEQ56CC,整棟(戶)出租,無,1130415~1140414,無,熱水器,社會住宅包租轉租
大林鎮,租賃房屋,嘉義縣大林鎮平林里民權路１２３號９樓之２,0.0,,,,1130405,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120320,115.5,3,1,2,有,有,無,19800,171,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLNLMHJGFCQ09CC,整棟(戶)出租,有,1130405~1140404,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號五樓之５２,0.0,,,,1130411,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,23.34,1,0,1,有,有,有,5250,225,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。管理費250元。,RPQNMLPLMHJGFDQ86CC,獨立套房,有,1130425~1140424,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３７號五樓之３１,0.0,,,,1130412,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,25.04,1,0,1,有,有,有,4000,160,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLQLMHJGFBQ66CC,獨立套房,有,1130420~1140419,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號八樓之４５,0.0,,,,1130415,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,31.22,1,0,1,有,有,有,3000,96,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLTLMHJGFBQ96CC,獨立套房,有,1130417~1140416,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號五樓之３,0.0,,,,1130415,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,31.23,1,0,1,有,有,有,4500,144,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPQNMLTLMHJGFBQ07CC,獨立套房,有,1130420~1140419,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘３９之６號二樓之５,0.0,,,,1130415,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0930609,25.240000000000002,1,0,1,有,無,有,4500,178,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLTLMHJGFDQ17CC,獨立套房,無,1130415~1140414,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市?菜埔１５６號之１,80.0,,特定農業區,甲種建築用地,1130429,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0660207,102.0,4,2,2,有,無,無,14000,137,,0.0,0,,RPPNMLKMMHJGFBQ78CC,整棟(戶)出租,無,1130501~1140430,無,洗衣機、瓦斯或天然氣,
水上鄉,租賃房屋,嘉義縣水上鄉鴿溪寮２０之５３號,0.0,,,,1130415,土地0建物1車位0,見其他登記事項,1,公寓(5樓含以下無電梯),住家用,磚造,0660813,77.46,3,2,1,有,無,無,12000,155,,0.0,0,,RPPNMLKMMHJGFDQ98CC,整棟(戶)出租,無,1130422~1140421,無,,一般包租
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號五樓之３１,0.0,,,,1130417,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,32.08,1,0,1,有,有,有,5500,171,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLMJNHJGFBQ78CC,獨立套房,有,1130417~1140416,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉豊收村好收７４之３號,0.0,,,,1130418,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0890706,13.97,34,0,34,有,無,有,3500,251,,0.0,0,,RPPNMLMJNHJGFCQ88CC,分租套房,無,1130418~1141017,無,冷氣,一般代管
中埔鄉,租賃房屋,嘉義縣中埔鄉和美村忠明路１７巷５號,0.0,,,,1130409,土地0建物1車位0,全,3,透天厝,住宅、樓梯間,鋼筋混凝土造,0990601,152.31,3,2,2,有,無,有,20000,131,,0.0,0,,RPPNMLMJNHJGFDQ98CC,整棟(戶)出租,無,1130409~1131231,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號五樓之３１,0.0,,,,1130417,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,21.71,1,0,1,有,有,有,4400,203,,0.0,0,此為嘉義縣社會住宅包租代管計畫。管理費300元,RPQNMLMJNHJGFDQ09CC,獨立套房,有,1130501~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號一樓之１７,0.0,,,,1130417,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,23.34,1,0,1,有,有,有,5500,236,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPRNMLMJNHJGFDQ56CC,獨立套房,有,1130425~1140424,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號三樓之３８,0.0,,,,1130417,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,23.34,1,0,1,有,有,有,4500,193,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPSNMLMJNHJGFDQ66CC,獨立套房,有,1130421~1140420,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市太保１１２號之２４,102.0,住,,,1130421,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0810407,158.56,4,2,4,有,無,無,15000,95,,0.0,0,,RPTNMLMJNHJGFDQ76CC,整棟(戶)出租,無,1130501~1150430,無,,
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村中華路５８３號,0.0,,,,1130427,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),私設騎樓、店舖、集合住宅,鋼筋混凝土造,0851011,121.96000000000001,2,1,1,有,有,有,14700,121,,0.0,0,,RPPNMLNJNHJGFDQ09CC,整棟(戶)出租,有,1130427~1160426,無,熱水器、瓦斯或天然氣,
水上鄉,租賃房屋,嘉義縣水上鄉市政街４０巷２５號,0.0,,,,1130501,土地0建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,1100415,51.56,0,0,0,無,無,無,13000,252,,0.0,0,,RPQNMLNJNHJGFDQ56CC,,無,1130520~1180519,無,,
朴子市,租賃房屋,嘉義縣朴子市四維路一段５８４巷３號,82.01,住,,,1130504,土地2建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0811006,145.53,2,2,2,有,無,有,15000,103,,0.0,0,,RPPNMLRJNHJGFBQ66CC,分層出租,無,1130513~1160512,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
太保市,租賃房屋+車位,嘉義縣太保市保鐵一路二段９３號二樓之７,0.0,,,,1130408,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,174.45,3,2,2,有,有,有,30000,172,坡道平面,29.87,0,租金總額含管理費；,RPPNMLRJNHJGFDQ86CC,整棟(戶)出租,有,1130411~1140410,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
